ID,model,target_language_name,topic,iteration,timestamp,target_language_sentence,batch_id,custom_id,model_suffix,Clarity / Readability,Naturalness / Colloquial / Context appropriateness,Formal Correctness,Critical Error,Comments (Optional),clarity_score,naturalness_score,correctness_score,has_critical_error,Sentence (in Target Language )
EK-6141-2,gemini-2.5-flash-lite,Marghi,Affordable and Clean Energy,15,2025-12-22T11:49:01.857591,Halin da ake samu na makamashi mai arha da tsabta yana da kyau ga kowa.,batches/k87fawpf3bnpvkroqyoml0wieprhcns9agxo,Marghi-Affordable_and_Clean_Energy-14,,1 - Very difficult to read and understand (Effectively incomprehensible),6 - Natural,6 - Formally correct,"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",This is Hausa Language and Not Margi,1,6,6,1.0,Halin da ake samu na makamashi mai arha da tsabta yana da kyau ga kowa.
ZX-6309-2,gemini-2.5-pro,Marghi,Affordable and Clean Energy,40,2025-12-22T11:49:16.776122,Wutar rana tana taimaka mana kuma bata da tsada.,batches/k59wfojlfqgb81kotonaz3n8xkq4uhhtdw6f,Marghi-Affordable_and_Clean_Energy-39,,1 - Very difficult to read and understand (Effectively incomprehensible),6 - Natural,6 - Formally correct,"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",This is Hausa Language and Not Margi,1,6,6,1.0,Wutar rana tana taimaka mana kuma bata da tsada.
DZ-6312-2,gemini-2.5-pro,Marghi,Affordable and Clean Energy,18,2025-12-22T11:49:16.776091,Wuta na rana na bada mana haske mai sauƙi ba tare da ƙazanta ba.,batches/k59wfojlfqgb81kotonaz3n8xkq4uhhtdw6f,Marghi-Affordable_and_Clean_Energy-17,,1 - Very difficult to read and understand (Effectively incomprehensible),6 - Natural,6 - Formally correct,"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",This is Hausa Language and Not Margi,1,6,6,1.0,Wuta na rana na bada mana haske mai sauƙi ba tare da ƙazanta ba.
BB-6480-2,gemini-3-flash-preview,Marghi,Affordable and Clean Energy,40,2025-12-21T10:01:15.384084,Mika na i'i ana pika adu duku nuhu kadi mwa 'yam mwa.,batches/ii9hqqiq6c9mbwqpfulekmkvc13ivm20g0ho,Marghi-Affordable_and_Clean_Energy-39,,1 - Very difficult to read and understand (Effectively incomprehensible),5 - Somewhat natural,5 - Somewhat correct (Minor errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,1,5,5,1.0,Mika na i'i ana pika adu duku nuhu kadi mwa 'yam mwa.
TZ-6483-2,gemini-3-flash-preview,Marghi,Affordable and Clean Energy,18,2025-12-21T10:01:15.384054,Amda d'a ngya usir hyel kanyi nanyi d'a par ukyia 'wa nkyia.,batches/ii9hqqiq6c9mbwqpfulekmkvc13ivm20g0ho,Marghi-Affordable_and_Clean_Energy-17,,1 - Very difficult to read and understand (Effectively incomprehensible),5 - Somewhat natural,5 - Somewhat correct (Minor errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,1,5,5,1.0,Amda d'a ngya usir hyel kanyi nanyi d'a par ukyia 'wa nkyia.
HE-6650-2,gemini-3-pro-preview,Marghi,Affordable and Clean Energy,40,2025-12-22T11:49:05.172050,Wutá mtà à nnyà vènè àr gwa ànyi à kùdì duku.,batches/1mt6oc0ggxr7v3pn5w4rco8q7cp2ewvcm30p,Marghi-Affordable_and_Clean_Energy-39,,1 - Very difficult to read and understand (Effectively incomprehensible),5 - Somewhat natural,5 - Somewhat correct (Minor errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,1,5,5,1.0,Wutá mtà à nnyà vènè àr gwa ànyi à kùdì duku.
VF-6653-2,gemini-3-pro-preview,Marghi,Affordable and Clean Energy,18,2025-12-22T11:49:05.172019,"I'u ar pti an dzu sosai, da a tsia kudi wa.",batches/1mt6oc0ggxr7v3pn5w4rco8q7cp2ewvcm30p,Marghi-Affordable_and_Clean_Energy-17,,1 - Very difficult to read and understand (Effectively incomprehensible),5 - Somewhat natural,5 - Somewhat correct (Minor errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,1,5,5,1.0,"I'u ar pti an dzu sosai, da a tsia kudi wa."
WH-6820-2,gpt-4.1-2025-04-14,Marghi,Affordable and Clean Energy,40,2025-12-22T11:49:14.836699,"Ndey kwuraka dura limu kwomoyra, barmari tabe tsagona.",batch_6947bf4bf0bc819098b9b92da68cb9b6,Marghi-Affordable_and_Clean_Energy-39,,1 - Very difficult to read and understand (Effectively incomprehensible),5 - Somewhat natural,5 - Somewhat correct (Minor errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,1,5,5,1.0,"Ndey kwuraka dura limu kwomoyra, barmari tabe tsagona."
GC-6823-2,gpt-4.1-2025-04-14,Marghi,Affordable and Clean Energy,18,2025-12-22T11:49:14.836542,"Ngam ruwa ga gida tati nzele na, achi na nyemi fayari.",batch_6947bf4bf0bc819098b9b92da68cb9b6,Marghi-Affordable_and_Clean_Energy-17,,1 - Very difficult to read and understand (Effectively incomprehensible),5 - Somewhat natural,5 - Somewhat correct (Minor errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,1,5,5,1.0,"Ngam ruwa ga gida tati nzele na, achi na nyemi fayari."
EB-6990-2,gpt-5,Marghi,Affordable and Clean Energy,40,2025-12-22T11:49:10.770930,"Solar lantarki tsabta, farashi ƙanana, ya taimaka ga wuro Marghi?",batch_6947bf423784819095255b815074d087,Marghi-Affordable_and_Clean_Energy-39,,1 - Very difficult to read and understand (Effectively incomprehensible),5 - Somewhat natural,5 - Somewhat correct (Minor errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,1,5,5,1.0,"Solar lantarki tsabta, farashi ƙanana, ya taimaka ga wuro Marghi?"
MR-6993-2,gpt-5,Marghi,Affordable and Clean Energy,18,2025-12-22T11:49:10.770539,"Maiduguri ngà, solar kéra yí, á dá mbà tsabta gà.",batch_6947bf423784819095255b815074d087,Marghi-Affordable_and_Clean_Energy-17,,1 - Very difficult to read and understand (Effectively incomprehensible),5 - Somewhat natural,5 - Somewhat correct (Minor errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,1,5,5,1.0,"Maiduguri ngà, solar kéra yí, á dá mbà tsabta gà."
EF-7500-2,gpt-5-mini,Marghi,Affordable and Clean Energy,40,2025-12-22T11:49:19.215910,"Maa wuta nyo arha hami, yimbe daari fam.",batch_6947bf54edd48190988824a6161bf9b3,Marghi-Affordable_and_Clean_Energy-39,,1 - Very difficult to read and understand (Effectively incomprehensible),5 - Somewhat natural,5 - Somewhat correct (Minor errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,1,5,5,1.0,"Maa wuta nyo arha hami, yimbe daari fam."
IR-7503-2,gpt-5-mini,Marghi,Affordable and Clean Energy,18,2025-12-22T11:49:19.215715,"Solaari bi maɗu wuye, ɓarri ngarta nyi gida.",batch_6947bf54edd48190988824a6161bf9b3,Marghi-Affordable_and_Clean_Energy-17,,1 - Very difficult to read and understand (Effectively incomprehensible),5 - Somewhat natural,5 - Somewhat correct (Minor errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,1,5,5,1.0,"Solaari bi maɗu wuye, ɓarri ngarta nyi gida."
WR-7670-2,gpt-5-nano,Marghi,Affordable and Clean Energy,40,2025-12-22T11:49:20.918382,"Enerji mpe na'a nduna, na yaa nda tsafta.",batch_6947bf59d24c81909fec36ffca426fcc,Marghi-Affordable_and_Clean_Energy-39,,1 - Very difficult to read and understand (Effectively incomprehensible),5 - Somewhat natural,5 - Somewhat correct (Minor errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,1,5,5,1.0,"Enerji mpe na'a nduna, na yaa nda tsafta."
IL-7673-2,gpt-5-nano,Marghi,Affordable and Clean Energy,18,2025-12-22T11:49:20.918229,Enjeri mai tsabta da araha na taimakawa mutane.,batch_6947bf59d24c81909fec36ffca426fcc,Marghi-Affordable_and_Clean_Energy-17,,1 - Very difficult to read and understand (Effectively incomprehensible),5 - Somewhat natural,5 - Somewhat correct (Minor errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,1,5,5,1.0,Enjeri mai tsabta da araha na taimakawa mutane.
VA-7160-2,gpt-5.1,Marghi,Affordable and Clean Energy,40,2025-12-22T11:49:08.128951,"Saɗɗangal mbeleang gosho, ɗi ndə maɗi yuɗu ku sirata.",batch_6947bf3c574081909b64b07a08936d38,Marghi-Affordable_and_Clean_Energy-39,,1 - Very difficult to read and understand (Effectively incomprehensible),5 - Somewhat natural,5 - Somewhat correct (Minor errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,1,5,5,1.0,"Saɗɗangal mbeleang gosho, ɗi ndə maɗi yuɗu ku sirata."
UW-7163-2,gpt-5.1,Marghi,Affordable and Clean Energy,18,2025-12-22T11:49:08.128795,"Ngwandi kuɓa tsada leɗe, ma wuro ndu bi zaɓe.",batch_6947bf3c574081909b64b07a08936d38,Marghi-Affordable_and_Clean_Energy-17,,1 - Very difficult to read and understand (Effectively incomprehensible),5 - Somewhat natural,5 - Somewhat correct (Minor errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,1,5,5,1.0,"Ngwandi kuɓa tsada leɗe, ma wuro ndu bi zaɓe."
BS-7330-2,gpt-5.2-2025-12-11,Marghi,Affordable and Clean Energy,40,2025-12-22T11:49:24.568113,"Rəŋa solà kə̀dá, ndà wàndà fàta energy wàrà.",batch_6947bf5ee17881908ed92ad941f1a902,Marghi-Affordable_and_Clean_Energy-39,,1 - Very difficult to read and understand (Effectively incomprehensible),5 - Somewhat natural,5 - Somewhat correct (Minor errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,1,5,5,1.0,"Rəŋa solà kə̀dá, ndà wàndà fàta energy wàrà."
WO-7333-2,gpt-5.2-2025-12-11,Marghi,Affordable and Clean Energy,18,2025-12-22T11:49:24.567948,"Mà tədə kəldə solá kɨrɨm, dəwà kəla wú tə̀m-tə̀m.",batch_6947bf5ee17881908ed92ad941f1a902,Marghi-Affordable_and_Clean_Energy-17,,1 - Very difficult to read and understand (Effectively incomprehensible),5 - Somewhat natural,5 - Somewhat correct (Minor errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,1,5,5,1.0,"Mà tədə kəldə solá kɨrɨm, dəwà kəla wú tə̀m-tə̀m."
VA-5121-2,bedrock-claude-3-5-sonnet,Marghi,Child health,34,2025-12-16T14:32:33.796356,Ndzi ga mbwa ana ira thlir nda ghena.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/rai1b8v0yqsn,Marghi-Child_health-33,,1 - Very difficult to read and understand (Effectively incomprehensible),5 - Somewhat natural,5 - Somewhat correct (Minor errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,1,5,5,1.0,Ndzi ga mbwa ana ira thlir nda ghena.
CY-5124-2,bedrock-claude-3-5-sonnet,Marghi,Child health,29,2025-12-16T14:32:33.795100,Yesu ɓa mbwa tsa da pəla ga.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/rai1b8v0yqsn,Marghi-Child_health-28,,1 - Very difficult to read and understand (Effectively incomprehensible),5 - Somewhat natural,5 - Somewhat correct (Minor errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,1,5,5,1.0,Yesu ɓa mbwa tsa da pəla ga.
LG-5633-2,claude-haiku-4-5-20251001,Marghi,Child health,1,2025-12-22T11:49:22.671606,"Yaji hula na gudur su, a so fuska yana da lafiya da ƙarfi.",msgbatch_01GtS8zmQJYXeeZ27H8STzyW,Marghi-Child_health-0,,1 - Very difficult to read and understand (Effectively incomprehensible),5 - Somewhat natural,5 - Somewhat correct (Minor errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,1,5,5,1.0,"Yaji hula na gudur su, a so fuska yana da lafiya da ƙarfi."
NC-5636-2,claude-haiku-4-5-20251001,Marghi,Child health,35,2025-12-22T11:49:22.672864,Wur'a na dole in gani doktor de ne da jiya kura ne.,msgbatch_01GtS8zmQJYXeeZ27H8STzyW,Marghi-Child_health-34,,1 - Very difficult to read and understand (Effectively incomprehensible),5 - Somewhat natural,5 - Somewhat correct (Minor errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,1,5,5,1.0,Wur'a na dole in gani doktor de ne da jiya kura ne.
OZ-5803-2,claude-opus-4-5-20251101,Marghi,Child health,47,2025-12-22T11:49:26.292339,Yara mwa ndi kə hwara jiwa ta ngə likita kəla sləni.,msgbatch_01M7QBwMfGj2XBtMVKHz3amE,Marghi-Child_health-46,,1 - Very difficult to read and understand (Effectively incomprehensible),5 - Somewhat natural,5 - Somewhat correct (Minor errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,1,5,5,1.0,Yara mwa ndi kə hwara jiwa ta ngə likita kəla sləni.
CX-5806-2,claude-opus-4-5-20251101,Marghi,Child health,18,2025-12-22T11:49:26.291090,Yara mbanzu a hyaku sisu nji dakyara ka mbla a jiwa nda?,msgbatch_01M7QBwMfGj2XBtMVKHz3amE,Marghi-Child_health-17,,1 - Very difficult to read and understand (Effectively incomprehensible),5 - Somewhat natural,5 - Somewhat correct (Minor errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,1,5,5,1.0,Yara mbanzu a hyaku sisu nji dakyara ka mbla a jiwa nda?
EA-5462-2,claude-sonnet-4-20250514,Marghi,Child health,17,2025-12-22T11:48:59.543647,Yara sun bukaci abinci mai gina jiki domin lafiyarsu.,msgbatch_014bEqg22etegmSE7Jh2WbEQ,Marghi-Child_health-16,,1 - Very difficult to read and understand (Effectively incomprehensible),6 - Natural,6 - Formally correct,"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",This is Hausa Language and Not Margi,1,6,6,1.0,Yara sun bukaci abinci mai gina jiki domin lafiyarsu.
KV-5465-2,claude-sonnet-4-20250514,Marghi,Child health,9,2025-12-22T11:48:59.543420,Yar nan ta kasance lafiya sosai saboda mahaifiyarta ta ba ta abinci mai gina jiki.,msgbatch_014bEqg22etegmSE7Jh2WbEQ,Marghi-Child_health-8,,1 - Very difficult to read and understand (Effectively incomprehensible),6 - Natural,6 - Formally correct,"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",This is Hausa Language and Not Margi,1,6,6,1.0,Yar nan ta kasance lafiya sosai saboda mahaifiyarta ta ba ta abinci mai gina jiki.
GA-5292-2,claude-sonnet-4-5-20250929,Marghi,Child health,40,2025-12-22T11:48:58.323268,Ndzə̀ kuɗi wa dala tsə ka duksa njii a ngwaɗa.,msgbatch_01BCGiAykGuRHZeGFLkmUu5x,Marghi-Child_health-39,,1 - Very difficult to read and understand (Effectively incomprehensible),5 - Somewhat natural,5 - Somewhat correct (Minor errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,1,5,5,1.0,Ndzə̀ kuɗi wa dala tsə ka duksa njii a ngwaɗa.
CF-5295-2,claude-sonnet-4-5-20250929,Marghi,Child health,18,2025-12-22T11:48:58.321703,Mə́nji zləm kyakya ka nə́ mba ka ánà ptəl məghəni?,msgbatch_01BCGiAykGuRHZeGFLkmUu5x,Marghi-Child_health-17,,1 - Very difficult to read and understand (Effectively incomprehensible),5 - Somewhat natural,5 - Somewhat correct (Minor errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,1,5,5,1.0,Mə́nji zləm kyakya ka nə́ mba ka ánà ptəl məghəni?
ZJ-5973-2,gemini-2.5-flash,Marghi,Child health,40,2025-12-22T11:49:12.631052,Mba sa hwu wula yara ti a hwi ti?,batches/k9qndil0adcutgafkpeu019asyiiwjqzaeod,Marghi-Child_health-39,,1 - Very difficult to read and understand (Effectively incomprehensible),5 - Somewhat natural,5 - Somewhat correct (Minor errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,1,5,5,1.0,Mba sa hwu wula yara ti a hwi ti?
WR-5976-2,gemini-2.5-flash,Marghi,Child health,18,2025-12-22T11:49:12.630991,Ngyà hà bákà ndàrám kà hà támbárà wàk.,batches/k9qndil0adcutgafkpeu019asyiiwjqzaeod,Marghi-Child_health-17,,1 - Very difficult to read and understand (Effectively incomprehensible),5 - Somewhat natural,5 - Somewhat correct (Minor errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,1,5,5,1.0,Ngyà hà bákà ndàrám kà hà támbárà wàk.
XV-6143-2,gemini-2.5-flash-lite,Marghi,Child health,47,2025-12-22T11:49:01.858239,Zan tabbatar da cewa dukkan yara suna da lafiya a nan.,batches/k87fawpf3bnpvkroqyoml0wieprhcns9agxo,Marghi-Child_health-46,,1 - Very difficult to read and understand (Effectively incomprehensible),6 - Natural,6 - Formally correct,"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",This is Hausa Language and Not Margi,1,6,6,1.0,Zan tabbatar da cewa dukkan yara suna da lafiya a nan.
NR-6146-2,gemini-2.5-flash-lite,Marghi,Child health,6,2025-12-22T11:49:01.858156,"Yaro na lafiya, Allah ya kiyaye shi.",batches/k87fawpf3bnpvkroqyoml0wieprhcns9agxo,Marghi-Child_health-5,,1 - Very difficult to read and understand (Effectively incomprehensible),6 - Natural,6 - Formally correct,"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",This is Hausa Language and Not Margi,1,6,6,1.0,"Yaro na lafiya, Allah ya kiyaye shi."
ZI-6314-2,gemini-2.5-pro,Marghi,Child health,40,2025-12-22T11:49:16.775890,Ka duku mji-a zuwa allura domin lafiya a?,batches/k59wfojlfqgb81kotonaz3n8xkq4uhhtdw6f,Marghi-Child_health-39,,1 - Very difficult to read and understand (Effectively incomprehensible),6 - Natural,6 - Formally correct,"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",This is Hausa Language and Not Margi,1,6,6,1.0,Ka duku mji-a zuwa allura domin lafiya a?
UA-6317-2,gemini-2.5-pro,Marghi,Child health,18,2025-12-22T11:49:16.775858,Lafiyan mantsa na kuwa yau da safe?,batches/k59wfojlfqgb81kotonaz3n8xkq4uhhtdw6f,Marghi-Child_health-17,,1 - Very difficult to read and understand (Effectively incomprehensible),6 - Natural,6 - Formally correct,"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",This is Hausa Language and Not Margi,1,6,6,1.0,Lafiyan mantsa na kuwa yau da safe?
TM-6485-2,gemini-3-flash-preview,Marghi,Child health,40,2025-12-21T10:01:15.397571,U'u d'a sənayi ndya mənyin'i tila mwa a nanda kəl d'a.,batches/ii9hqqiq6c9mbwqpfulekmkvc13ivm20g0ho,Marghi-Child_health-39,,1 - Very difficult to read and understand (Effectively incomprehensible),5 - Somewhat natural,5 - Somewhat correct (Minor errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,1,5,5,1.0,U'u d'a sənayi ndya mənyin'i tila mwa a nanda kəl d'a.
EV-6488-2,gemini-3-flash-preview,Marghi,Child health,18,2025-12-21T10:01:15.397534,Mshili i mika ma nanyi d'awa dza'u mshili mnyagu.,batches/ii9hqqiq6c9mbwqpfulekmkvc13ivm20g0ho,Marghi-Child_health-17,,1 - Very difficult to read and understand (Effectively incomprehensible),5 - Somewhat natural,5 - Somewhat correct (Minor errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,1,5,5,1.0,Mshili i mika ma nanyi d'awa dza'u mshili mnyagu.
UU-6655-2,gemini-3-pro-preview,Marghi,Child health,40,2025-12-22T11:49:05.171363,Naga bzər kudzagu ar asibiti ga likita ba?,batches/1mt6oc0ggxr7v3pn5w4rco8q7cp2ewvcm30p,Marghi-Child_health-39,,1 - Very difficult to read and understand (Effectively incomprehensible),5 - Somewhat natural,5 - Somewhat correct (Minor errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,1,5,5,1.0,Naga bzər kudzagu ar asibiti ga likita ba?
