ID,model,target_language_name,topic,iteration,timestamp,target_language_sentence,batch_id,custom_id,model_suffix,Clarity / Readability,Naturalness / Colloquial / Context appropriateness,Formal Correctness,Critical Error,Comments (Optional),clarity_score,naturalness_score,correctness_score,has_critical_error,Sentence (in Target Language )
AL-3388-2,gpt-5.1,Fulani,Affordable and Clean Energy,18,2025-11-25T21:16:56.055419,"E kisal e jam, yimɓe ɗiɗi waɗi daande lesdi dow danyere mayɗe.",batch_6924d29f3d80819099d62f3f2cae977e,Fulani-Affordable_and_Clean_Energy-17,gpt-5_1,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,7,7,7,0.0,
QO-5880-2,gpt-5.1,Fulani,Affordable and Clean Energy,46,2025-11-25T21:16:56.055618,Lacciri dowrowal waɗi so wona nafa e hurmiti ñande.,batch_6924d29f3d80819099d62f3f2cae977e,Fulani-Affordable_and_Clean_Energy-45,gpt-5_1,5 - Somewhat easy to read and understand,5 - Somewhat natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,5,5,6,0.0,
EG-5116-2,bedrock-claude-3-5-sonnet,Fulani,Child health,22,2025-11-27T12:30:24.342090,Ɓinngel am ngel yamɗi sanne hannde.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/68wnl0qnbzg2,Fulani-Child_health-21,claude-3-5-sonnet-20241022-v2,6 - Easy to read and understand,5 - Somewhat natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,6,5,6,0.0,
RJ-9593-2,bedrock-claude-3-5-sonnet,Fulani,Child health,47,2025-11-27T12:30:24.339179,Ɓiɗɗo am no yamɗi sanne hannden.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/68wnl0qnbzg2,Fulani-Child_health-46,claude-3-5-sonnet-20241022-v2,6 - Easy to read and understand,5 - Somewhat natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,6,5,6,0.0,
OQ-1952-2,claude-haiku-4-5-20251001,Fulani,Child health,10,2025-11-25T21:28:37.220410,Yaro be sila mo laamorde cee ko ndee ko finndee nde heɓto jam jemaaku.,msgbatch_01MBb73G9mxiVUMWL3P9VTsj,Fulani-Child_health-9,claude-haiku-4-5-20251001,7 - Extremely easy to read and understand (Perfectly clear),6 - Natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,7,6,6,0.0,
WR-1980-2,claude-haiku-4-5-20251001,Fulani,Child health,49,2025-11-25T21:28:37.221506,Yar'a bai tashi gida ba har sai an ji sa likita kolin jiya.,msgbatch_01MBb73G9mxiVUMWL3P9VTsj,Fulani-Child_health-48,claude-haiku-4-5-20251001,1 - Very difficult to read and understand (Effectively incomprehensible),1 - Very unnatural and robotic,1 - Very heavily flawed (Severe grammatical/spelling errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",wrong target language,1,1,1,1.0,
IG-4682-2,claude-opus-4-5-20251101,Fulani,Child health,14,2025-11-26T15:58:39.500004,Cellal sukaaɓe ina waɗɗii e kala neɗɗo baaba e yummiraaɓe.,msgbatch_015ciDxJQXdsAr7Mm1UXzqQj,Fulani-Child_health-13,claude-opus-4-5-20251101,5 - Somewhat easy to read and understand,5 - Somewhat natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,5,5,6,0.0,
VQ-6966-2,claude-opus-4-5-20251101,Fulani,Child health,44,2025-11-26T15:58:39.501019,Cellal sukaaɓe ina himmi sanne e nder nguurndam leydi ndii.,msgbatch_015ciDxJQXdsAr7Mm1UXzqQj,Fulani-Child_health-43,claude-opus-4-5-20251101,7 - Extremely easy to read and understand (Perfectly clear),6 - Natural,7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,7,6,7,0.0,
QL-3907-2,claude-sonnet-4-20250514,Fulani,Child health,30,2025-11-25T21:26:51.041060,Laawol ngol dow cellal ɓiɓɓe ena waawi waɗugo ɓe jogaay e ndaar.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Fulani-Child_health-29,claude-sonnet-4-20250514,6 - Easy to read and understand,5 - Somewhat natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,6,5,6,0.0,
MA-2734-2,claude-sonnet-4-20250514,Fulani,Child health,47,2025-11-25T21:26:51.041524,Weeɓɓe ɓee foti njogaade safrere e nyaamdu hakkunde ngam yaha e laawol.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Fulani-Child_health-46,claude-sonnet-4-20250514,6 - Easy to read and understand,5 - Somewhat natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,6,5,5,0.0,
JG-5368-2,claude-sonnet-4-5-20250929,Fulani,Child health,30,2025-11-25T21:28:29.950037,Ɗimmajo ɗiɗo foti njiyee e njoɓɓe e ɓesngu waɗnde ka o waɗaani baɗtinoore.,msgbatch_01LxPYszDcgGguRrBkEREyjE,Fulani-Child_health-29,claude-sonnet-4-5-20250929,4 - Neutral / Neither easy nor difficult to read,4 - Neutral / Neither natural nor unnatural,4 - Neutral / Neither perfect nor heavily flawed (Average),No – No Critical Error (The output is a valid sentence in the target language),,4,4,4,0.0,
OU-8141-2,claude-sonnet-4-5-20250929,Fulani,Child health,47,2025-11-25T21:28:29.950552,Ɗimmere ɗen ɗum heɓi leman e timmoode nde waɗɗi sago?,msgbatch_01LxPYszDcgGguRrBkEREyjE,Fulani-Child_health-46,claude-sonnet-4-5-20250929,7 - Extremely easy to read and understand (Perfectly clear),6 - Natural,7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,7,6,7,0.0,
AF-4065-2,gpt-4.1-2025-04-14,Fulani,Child health,30,2025-11-25T21:12:30.728768,Ñaɓɓe ɓe wonaa soɗɗii honto ɓuri waawi jooɗnde.,batch_6924d2634fc08190a7e8ef41dd79d8d9,Fulani-Child_health-29,gpt-4_1,5 - Somewhat easy to read and understand,4 - Neutral / Neither natural nor unnatural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,5,4,5,0.0,
RL-7968-2,gpt-4.1-2025-04-14,Fulani,Child health,47,2025-11-25T21:12:30.728883,"Leɗɗi e jamfa goɗɗo, min yimɓe njaatigi no faami foti tikɗe ɗee.",batch_6924d2634fc08190a7e8ef41dd79d8d9,Fulani-Child_health-46,gpt-4_1,6 - Easy to read and understand,5 - Somewhat natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,6,5,6,0.0,
LC-7635-2,gpt-5,Fulani,Child health,30,2025-11-25T21:13:53.265206,"Ngam denɗe feewde, laɓɓude junngo e saabu e ndiyan.",batch_6924d274ef5081908a7a2e6cbfe404df,Fulani-Child_health-29,gpt-5,6 - Easy to read and understand,6 - Natural,7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,6,6,7,0.0,
BM-6560-2,gpt-5,Fulani,Child health,47,2025-11-25T21:13:53.265319,Kossam moƴƴi ɓiɓɓe ngam ɓe yaayi no feewi.,batch_6924d274ef5081908a7a2e6cbfe404df,Fulani-Child_health-46,gpt-5,6 - Easy to read and understand,4 - Neutral / Neither natural nor unnatural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,6,4,5,0.0,
PL-9426-2,gpt-5-mini,Fulani,Child health,30,2025-11-25T21:14:38.053634,"Ɗiɗoɓe ɓe njahi e jeyaa, doktoorɓe ɓe siirta ɗe.",batch_6924d28c60748190a6b989b1a6273f32,Fulani-Child_health-29,gpt-5-mini,5 - Somewhat easy to read and understand,5 - Somewhat natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,5,5,5,0.0,
KB-1699-2,gpt-5-mini,Fulani,Child health,47,2025-11-25T21:14:38.053756,"Jam ɓiɓɓe ko feewi so ɓe heɓɓi ndiyam, nyaamugo e seere.",batch_6924d28c60748190a6b989b1a6273f32,Fulani-Child_health-46,gpt-5-mini,5 - Somewhat easy to read and understand,5 - Somewhat natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,5,5,6,0.0,
RM-9793-2,gpt-5-nano,Fulani,Child health,30,2025-11-25T21:14:46.423726,Miɗo yi'i jam ɓiɓɓe e nder wuro.,batch_6924d24a35b88190bf1190e37df6136b,Fulani-Child_health-29,gpt-5-nano,7 - Extremely easy to read and understand (Perfectly clear),6 - Natural,7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,7,6,7,0.0,
FX-1258-2,gpt-5-nano,Fulani,Child health,47,2025-11-25T21:14:46.423841,Ko ɓiɓɓe ɗon wondi jam?,batch_6924d24a35b88190bf1190e37df6136b,Fulani-Child_health-46,gpt-5-nano,6 - Easy to read and understand,6 - Natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,6,6,6,0.0,
HJ-8745-2,gpt-5.1,Fulani,Child health,30,2025-11-25T21:16:56.059296,"Ko fii, rewɓe ena waɗi yimɓe moƴƴi so ɓe naatata haɓɓere ɗowtere.",batch_6924d29f3d80819099d62f3f2cae977e,Fulani-Child_health-29,gpt-5_1,5 - Somewhat easy to read and understand,5 - Somewhat natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,5,5,5,0.0,
GA-9443-2,gpt-5.1,Fulani,Child health,47,2025-11-25T21:16:56.059414,"Laawol ɓernde ngataako, ɓiɓɓe ena waɗi ko yillo e ñaawo.",batch_6924d29f3d80819099d62f3f2cae977e,Fulani-Child_health-46,gpt-5_1,5 - Somewhat easy to read and understand,4 - Neutral / Neither natural nor unnatural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,5,4,5,0.0,
HD-6475-2,bedrock-claude-3-5-sonnet,Fulani,Clean Water and Sanitation,18,2025-11-27T12:30:24.334027,Ndiyam laaɓɗam no haani wonande kala neɗɗo.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/68wnl0qnbzg2,Fulani-Clean_Water_and_Sanitation-17,claude-3-5-sonnet-20241022-v2,6 - Easy to read and understand,5 - Somewhat natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,6,5,6,0.0,
OM-4835-2,bedrock-claude-3-5-sonnet,Fulani,Clean Water and Sanitation,49,2025-11-27T12:30:24.335513,Ndiyam laaɓɗam no nafata semmbe e cellal ɓanndu.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/68wnl0qnbzg2,Fulani-Clean_Water_and_Sanitation-48,claude-3-5-sonnet-20241022-v2,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,7,7,7,0.0,
LM-8761-2,claude-haiku-4-5-20251001,Fulani,Clean Water and Sanitation,38,2025-11-25T21:28:37.203233,Ndee junngo ay jaaɓi rikke e fondi iɗo wayloore.,msgbatch_01MBb73G9mxiVUMWL3P9VTsj,Fulani-Clean_Water_and_Sanitation-37,claude-haiku-4-5-20251001,5 - Somewhat easy to read and understand,5 - Somewhat natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,5,5,6,0.0,
GI-1517-2,claude-haiku-4-5-20251001,Fulani,Clean Water and Sanitation,45,2025-11-25T21:28:37.203469,Jom nde woni mahdi kadi ko jooni healti e jamma.,msgbatch_01MBb73G9mxiVUMWL3P9VTsj,Fulani-Clean_Water_and_Sanitation-44,claude-haiku-4-5-20251001,5 - Somewhat easy to read and understand,5 - Somewhat natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,5,5,6,0.0,
CC-3950-2,claude-opus-4-5-20251101,Fulani,Clean Water and Sanitation,16,2025-11-26T15:58:39.408732,Ndiyam laaɓɗam ko huunde moƴƴere ngam cellal yimɓe fof.,msgbatch_015ciDxJQXdsAr7Mm1UXzqQj,Fulani-Clean_Water_and_Sanitation-15,claude-opus-4-5-20251101,6 - Easy to read and understand,6 - Natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,6,6,5,0.0,
XK-0762-2,claude-opus-4-5-20251101,Fulani,Clean Water and Sanitation,50,2025-11-26T15:58:39.410206,Ndiyam laaɓɗam e ndeeneeri ɗeɗɗunde koɗal ngaddanta yimɓe cellal e kisal.,msgbatch_015ciDxJQXdsAr7Mm1UXzqQj,Fulani-Clean_Water_and_Sanitation-49,claude-opus-4-5-20251101,6 - Easy to read and understand,6 - Natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,6,6,6,0.0,
QR-1431-2,claude-sonnet-4-20250514,Fulani,Clean Water and Sanitation,6,2025-11-25T21:26:51.021410,Ndiyam seeɗam ina waawi wallude maɓɓe e jamɗi ɗuuɗɗi.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Fulani-Clean_Water_and_Sanitation-5,claude-sonnet-4-20250514,6 - Easy to read and understand,5 - Somewhat natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,6,5,6,0.0,
GW-9284-2,claude-sonnet-4-20250514,Fulani,Clean Water and Sanitation,50,2025-11-25T21:26:51.022761,Ndiyam seeɗam ina waɗi e njamndi hakkunde yimɓe.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Fulani-Clean_Water_and_Sanitation-49,claude-sonnet-4-20250514,7 - Extremely easy to read and understand (Perfectly clear),6 - Natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,7,6,6,0.0,
LE-3149-2,claude-sonnet-4-5-20250929,Fulani,Clean Water and Sanitation,6,2025-11-25T21:28:29.905167,Ndiyam laaɓam ena waɗɗi e jaɓɓorgo cellal e njahjam.,msgbatch_01LxPYszDcgGguRrBkEREyjE,Fulani-Clean_Water_and_Sanitation-5,claude-sonnet-4-5-20250929,7 - Extremely easy to read and understand (Perfectly clear),6 - Natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,7,6,6,0.0,
SL-5620-2,claude-sonnet-4-5-20250929,Fulani,Clean Water and Sanitation,50,2025-11-25T21:28:29.906577,Ndiyam laaɓɗam e sarɗiiji keeɓɗi ɗi ko haalde kañum e jamaa ngam yooɗde sahaa.,msgbatch_01LxPYszDcgGguRrBkEREyjE,Fulani-Clean_Water_and_Sanitation-49,claude-sonnet-4-5-20250929,5 - Somewhat easy to read and understand,4 - Neutral / Neither natural nor unnatural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,5,4,5,0.0,
BO-9044-2,gpt-4.1-2025-04-14,Fulani,Clean Water and Sanitation,6,2025-11-25T21:12:30.724306,Ndiyam dafe yahi himo woni fota mo aduna.,batch_6924d2634fc08190a7e8ef41dd79d8d9,Fulani-Clean_Water_and_Sanitation-5,gpt-4_1,5 - Somewhat easy to read and understand,4 - Neutral / Neither natural nor unnatural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,5,4,5,0.0,
KW-6767-2,gpt-4.1-2025-04-14,Fulani,Clean Water and Sanitation,50,2025-11-25T21:12:30.724616,"Ndiyam boowi, woni dow ñaam goɗɗo ndiyam laawol.",batch_6924d2634fc08190a7e8ef41dd79d8d9,Fulani-Clean_Water_and_Sanitation-49,gpt-4_1,6 - Easy to read and understand,5 - Somewhat natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,6,5,6,0.0,
OO-7414-2,gpt-5,Fulani,Clean Water and Sanitation,6,2025-11-25T21:13:53.261001,Ndiyam puccu e temmbugal ko famɗi ngam cuuɗi.,batch_6924d274ef5081908a7a2e6cbfe404df,Fulani-Clean_Water_and_Sanitation-5,gpt-5,7 - Extremely easy to read and understand (Perfectly clear),6 - Natural,7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,7,6,7,0.0,
TP-5261-2,gpt-5,Fulani,Clean Water and Sanitation,50,2025-11-25T21:13:53.261301,Hol no mbaawi heɓugo ndiyam safaa e gille amen?,batch_6924d274ef5081908a7a2e6cbfe404df,Fulani-Clean_Water_and_Sanitation-49,gpt-5,6 - Easy to read and understand,5 - Somewhat natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,6,5,6,0.0,
LD-1651-2,gpt-5-mini,Fulani,Clean Water and Sanitation,6,2025-11-25T21:14:38.049067,"Ndiyam keɓɓe e kisal ko ɗiɗal, ɓe waɗi laamu e remugol.",batch_6924d28c60748190a6b989b1a6273f32,Fulani-Clean_Water_and_Sanitation-5,gpt-5-mini,6 - Easy to read and understand,7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,6,7,7,0.0,
SN-6057-2,gpt-5-mini,Fulani,Clean Water and Sanitation,50,2025-11-25T21:14:38.049373,"Ndiyam safi e nder leydi, ɓe gollata hoore mum.",batch_6924d28c60748190a6b989b1a6273f32,Fulani-Clean_Water_and_Sanitation-49,gpt-5-mini,6 - Easy to read and understand,6 - Natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,6,6,6,0.0,
QD-8040-2,gpt-5-nano,Fulani,Clean Water and Sanitation,6,2025-11-25T21:14:46.419468,Mi yiɗi ndiyam safi e sifaruuji ngoodi.,batch_6924d24a35b88190bf1190e37df6136b,Fulani-Clean_Water_and_Sanitation-5,gpt-5-nano,6 - Easy to read and understand,6 - Natural,7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,6,6,7,0.0,
LZ-0850-2,gpt-5-nano,Fulani,Clean Water and Sanitation,50,2025-11-25T21:14:46.419762,"Ndiyam safi e sanitaashi, mi nafa e jam.",batch_6924d24a35b88190bf1190e37df6136b,Fulani-Clean_Water_and_Sanitation-49,gpt-5-nano,5 - Somewhat easy to read and understand,4 - Neutral / Neither natural nor unnatural,4 - Neutral / Neither perfect nor heavily flawed (Average),No – No Critical Error (The output is a valid sentence in the target language),,5,4,4,0.0,
WK-5799-2,gpt-5.1,Fulani,Clean Water and Sanitation,6,2025-11-25T21:16:56.054965,Koɗol ndiyam ɗiɗiɗi e laawol safara moƴƴi waɗi ɗaɓɓude.,batch_6924d29f3d80819099d62f3f2cae977e,Fulani-Clean_Water_and_Sanitation-5,gpt-5_1,6 - Easy to read and understand,5 - Somewhat natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,6,5,6,0.0,
BM-3657-2,gpt-5.1,Fulani,Clean Water and Sanitation,50,2025-11-25T21:16:56.055295,"Ndiyam laawol nde waɗiɗɗoɗon, ko foti min ɗoɗi ɗuum ngal nafoore.",batch_6924d29f3d80819099d62f3f2cae977e,Fulani-Clean_Water_and_Sanitation-49,gpt-5_1,5 - Somewhat easy to read and understand,5 - Somewhat natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,5,5,5,0.0,
