ID,model,target_language_name,topic,iteration,timestamp,target_language_sentence,batch_id,custom_id,model_suffix,Clarity / Readability,Naturalness / Colloquial / Context appropriateness,Formal Correctness,Critical Error,Comments (Optional),clarity_score,naturalness_score,correctness_score,has_critical_error,Sentence (in Target Language )
XN-5657-2,gpt-4.1-2025-04-14,Nigerian Pidgin,Affordable and Clean Energy,18,2025-11-25T21:12:30.700079,Light wey dey cheap go make life beta for everybody.,batch_6924d2634fc08190a7e8ef41dd79d8d9,NigerianPidgin-Affordable_and_Clean_Energy-17,gpt-4_1,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,7,7.0,7.0,0.0,
ST-5043-2,gpt-4.1-2025-04-14,Nigerian Pidgin,Affordable and Clean Energy,49,2025-11-25T21:12:30.700304,E good make we dey use solar light so everybody fit get better power.,batch_6924d2634fc08190a7e8ef41dd79d8d9,NigerianPidgin-Affordable_and_Clean_Energy-48,gpt-4_1,6 - Easy to read and understand,6 - Natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,6,6.0,6.0,0.0,
FM-8975-2,gpt-5,Nigerian Pidgin,Affordable and Clean Energy,18,2025-11-25T21:13:53.236617,"Solar fit reduce NEPA wahala, e cheap and clean energy.",batch_6924d274ef5081908a7a2e6cbfe404df,NigerianPidgin-Affordable_and_Clean_Energy-17,gpt-5,6 - Easy to read and understand,7 - Extremely natural and colloquial (Native-speaker level),5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),"e cheap and clean energy should be ""na cheap and clean energy""",6,7.0,5.0,0.0,
VA-7579-2,gpt-5,Nigerian Pidgin,Affordable and Clean Energy,49,2025-11-25T21:13:53.236842,How we go fit make solar light cheap for every community?,batch_6924d274ef5081908a7a2e6cbfe404df,NigerianPidgin-Affordable_and_Clean_Energy-48,gpt-5,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,7,7.0,7.0,0.0,
NE-4915-2,gpt-5-mini,Nigerian Pidgin,Affordable and Clean Energy,18,2025-11-25T21:14:38.025911,Make solar and wind energy cheap so everybody fit get light for house.,batch_6924d28c60748190a6b989b1a6273f32,NigerianPidgin-Affordable_and_Clean_Energy-17,gpt-5-mini,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,7,7.0,7.0,0.0,
PP-3131-2,gpt-5-mini,Nigerian Pidgin,Affordable and Clean Energy,46,2025-11-25T21:14:38.026101,Make we use cheap solar power make light reach every village.,batch_6924d28c60748190a6b989b1a6273f32,NigerianPidgin-Affordable_and_Clean_Energy-45,gpt-5-mini,6 - Easy to read and understand,6 - Natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,6,6.0,6.0,0.0,
ZI-7281-2,gpt-5-nano,Nigerian Pidgin,Affordable and Clean Energy,18,2025-11-25T21:14:46.396098,Una dey see how affordable and clean energy fit help people?,batch_6924d24a35b88190bf1190e37df6136b,NigerianPidgin-Affordable_and_Clean_Energy-17,gpt-5-nano,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,7,7.0,7.0,0.0,
FA-4377-2,gpt-5-nano,Nigerian Pidgin,Affordable and Clean Energy,46,2025-11-25T21:14:46.396278,Una believe say affordable clean energy go power households without break the bank?,batch_6924d24a35b88190bf1190e37df6136b,NigerianPidgin-Affordable_and_Clean_Energy-45,gpt-5-nano,6 - Easy to read and understand,6 - Natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),"without break the bank should be ""with small money"" according to what is to be achieved",6,6.0,5.0,0.0,
VT-0975-2,gpt-5.1,Nigerian Pidgin,Affordable and Clean Energy,28,2025-11-25T21:16:56.032474,Government suppose invest for solar light wey poor people fit afford.,batch_6924d29f3d80819099d62f3f2cae977e,NigerianPidgin-Affordable_and_Clean_Energy-27,gpt-5_1,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,7,7.0,7.0,0.0,
MI-4490-2,gpt-5.1,Nigerian Pidgin,Affordable and Clean Energy,48,2025-11-25T21:16:56.032612,Light wey dey come from solar no too cost for Naija.,batch_6924d29f3d80819099d62f3f2cae977e,NigerianPidgin-Affordable_and_Clean_Energy-47,gpt-5_1,6 - Easy to read and understand,6 - Natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,6,6.0,6.0,0.0,
KM-4651-2,bedrock-claude-3-5-sonnet,Nigerian Pidgin,Child health,7,2025-11-27T12:30:24.306095,Make you carry your pikin go hospital make dem check am well well.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/68wnl0qnbzg2,NigerianPidgin-Child_health-6,claude-3-5-sonnet-20241022-v2,6 - Easy to read and understand,6 - Natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,6,6.0,6.0,0.0,
WC-6724-2,bedrock-claude-3-5-sonnet,Nigerian Pidgin,Child health,16,2025-11-27T12:30:24.312707,Make una carry your pikin go hospital make dem check am well well.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/68wnl0qnbzg2,NigerianPidgin-Child_health-15,claude-3-5-sonnet-20241022-v2,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,7,7.0,7.0,0.0,
FZ-6389-2,claude-haiku-4-5-20251001,Nigerian Pidgin,Child health,30,2025-11-25T21:28:36.883600,Pikin dem need gud food and clean water make dem grow well well.,msgbatch_01MBb73G9mxiVUMWL3P9VTsj,NigerianPidgin-Child_health-29,claude-haiku-4-5-20251001,5 - Somewhat easy to read and understand,5 - Somewhat natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),corretion needed,5,5.0,5.0,0.0,
HH-7922-2,claude-haiku-4-5-20251001,Nigerian Pidgin,Child health,49,2025-11-25T21:28:36.884171,Pikin health na one of the most important thing wey every parent suppose to dey worry about every day.,msgbatch_01MBb73G9mxiVUMWL3P9VTsj,NigerianPidgin-Child_health-48,claude-haiku-4-5-20251001,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,7,7.0,7.0,0.0,
MH-6219-2,claude-opus-4-5-20251101,Nigerian Pidgin,Child health,22,2025-11-26T15:58:40.238493,Make sure say you dey carry your pikin go hospital for checkup every month.,msgbatch_01RGqErkUMPXzoksiPRDDdmX,NigerianPidgin-Child_health-21,claude-opus-4-5-20251101,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,7,7.0,7.0,0.0,
ON-6349-2,claude-opus-4-5-20251101,Nigerian Pidgin,Child health,49,2025-11-26T15:58:40.239434,"E good make you carry pikin go hospital wen e sick, no dey wait make e come worse.",msgbatch_01RGqErkUMPXzoksiPRDDdmX,NigerianPidgin-Child_health-48,claude-opus-4-5-20251101,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,7,7.0,7.0,0.0,
XS-8038-2,claude-sonnet-4-20250514,Nigerian Pidgin,Child health,29,2025-11-25T21:26:50.913734,Make sure say you dey give your pikin plenty water and good food everyday.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,NigerianPidgin-Child_health-28,claude-sonnet-4-20250514,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,7,7.0,7.0,0.0,
WG-1102-2,claude-sonnet-4-20250514,Nigerian Pidgin,Child health,37,2025-11-25T21:26:50.913954,Make sure say your pikin dey eat good food everyday so e fit grow well.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,NigerianPidgin-Child_health-36,claude-sonnet-4-20250514,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,7,7.0,7.0,0.0,
GZ-8988-2,claude-sonnet-4-5-20250929,Nigerian Pidgin,Child health,11,2025-11-25T21:28:29.643380,Make sure say you dey take your pikin go hospital for checkup every time.,msgbatch_01LxPYszDcgGguRrBkEREyjE,NigerianPidgin-Child_health-10,claude-sonnet-4-5-20250929,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,7,7.0,7.0,0.0,
WL-2798-2,claude-sonnet-4-5-20250929,Nigerian Pidgin,Child health,45,2025-11-25T21:28:29.644445,Make sure say you dey give your pikin good food wey go make am grow well.,msgbatch_01LxPYszDcgGguRrBkEREyjE,NigerianPidgin-Child_health-44,claude-sonnet-4-5-20250929,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,7,7.0,7.0,0.0,
IL-0862-2,gpt-4.1-2025-04-14,Nigerian Pidgin,Child health,3,2025-11-25T21:12:30.704010,"If pikin dey always sick, make we carry am go hospital sharp sharp.",batch_6924d2634fc08190a7e8ef41dd79d8d9,NigerianPidgin-Child_health-2,gpt-4_1,7 - Extremely easy to read and understand (Perfectly clear),6 - Natural,7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,7,6.0,7.0,0.0,
IX-8764-2,gpt-4.1-2025-04-14,Nigerian Pidgin,Child health,45,2025-11-25T21:12:30.704298,Pikin suppose chop beta food so dem go dey healthy well well.,batch_6924d2634fc08190a7e8ef41dd79d8d9,NigerianPidgin-Child_health-44,gpt-4_1,6 - Easy to read and understand,6 - Natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,6,6.0,6.0,0.0,
UT-4199-2,gpt-5,Nigerian Pidgin,Child health,19,2025-11-25T21:13:53.240622,You dey give your pikin vaccines and use mosquito net always?,batch_6924d274ef5081908a7a2e6cbfe404df,NigerianPidgin-Child_health-18,gpt-5,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,7,7.0,7.0,0.0,
AS-2771-2,gpt-5,Nigerian Pidgin,Child health,46,2025-11-25T21:13:53.240830,Carry pikin go clinic make dem complete all immunization sharp sharp.,batch_6924d274ef5081908a7a2e6cbfe404df,NigerianPidgin-Child_health-45,gpt-5,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,7,7.0,7.0,0.0,
DH-5276-2,gpt-5-mini,Nigerian Pidgin,Child health,30,2025-11-25T21:14:38.029739,"Make we dey take pikin clinic, give dem vaccine and good food.",batch_6924d28c60748190a6b989b1a6273f32,NigerianPidgin-Child_health-29,gpt-5-mini,6 - Easy to read and understand,6 - Natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),"it should be ""make we de take pikin go clinic""",6,6.0,5.0,0.0,
EK-6651-2,gpt-5-mini,Nigerian Pidgin,Child health,47,2025-11-25T21:14:38.029853,Make you always carry pikin go clinic when e sick,batch_6924d28c60748190a6b989b1a6273f32,NigerianPidgin-Child_health-46,gpt-5-mini,6 - Easy to read and understand,6 - Natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,6,6.0,6.0,0.0,
FJ-8492-2,gpt-5-nano,Nigerian Pidgin,Child health,30,2025-11-25T21:14:46.399755,Pikin health no be beans; dem need better food.,batch_6924d24a35b88190bf1190e37df6136b,NigerianPidgin-Child_health-29,gpt-5-nano,6 - Easy to read and understand,6 - Natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,6,6.0,6.0,0.0,
RB-8207-2,gpt-5-nano,Nigerian Pidgin,Child health,47,2025-11-25T21:14:46.399864,Pikin health important; wetin you dey do to keep am strong?,batch_6924d24a35b88190bf1190e37df6136b,NigerianPidgin-Child_health-46,gpt-5-nano,6 - Easy to read and understand,7 - Extremely natural and colloquial (Native-speaker level),5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),"it should be ""Pikin health de important; wetin you dey do to keep am strong?",6,7.0,5.0,0.0,
NU-2227-2,gpt-5.1,Nigerian Pidgin,Child health,11,2025-11-25T21:16:56.036134,Na important make pikin dey chop correct food so im body go strong.,batch_6924d29f3d80819099d62f3f2cae977e,NigerianPidgin-Child_health-10,gpt-5_1,6 - Easy to read and understand,5 - Somewhat natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,6,5.0,6.0,0.0,
XF-8465-2,gpt-5.1,Nigerian Pidgin,Child health,43,2025-11-25T21:16:56.036351,Make we dey carry pikin go clinic anytime body dey do somehow.,batch_6924d29f3d80819099d62f3f2cae977e,NigerianPidgin-Child_health-42,gpt-5_1,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,7,7.0,7.0,0.0,
OT-7968-2,bedrock-claude-3-5-sonnet,Nigerian Pidgin,Clean Water and Sanitation,15,2025-11-27T12:30:24.301520,Make we try clean our wota well-well before we drink am.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/68wnl0qnbzg2,NigerianPidgin-Clean_Water_and_Sanitation-14,claude-3-5-sonnet-20241022-v2,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,7,7.0,7.0,0.0,
YH-5290-2,bedrock-claude-3-5-sonnet,Nigerian Pidgin,Clean Water and Sanitation,40,2025-11-27T12:30:24.301359,"Abeg make we get clean wota for our area, e dey important well-well.",arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/68wnl0qnbzg2,NigerianPidgin-Clean_Water_and_Sanitation-39,claude-3-5-sonnet-20241022-v2,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,7,7.0,7.0,0.0,
NS-9673-2,claude-haiku-4-5-20251001,Nigerian Pidgin,Clean Water and Sanitation,6,2025-11-25T21:28:36.846331,We need clean water and good sanitation for everyone to stay healthy and strong.,msgbatch_01MBb73G9mxiVUMWL3P9VTsj,NigerianPidgin-Clean_Water_and_Sanitation-5,claude-haiku-4-5-20251001,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,7,7.0,7.0,0.0,
RY-4376-2,claude-haiku-4-5-20251001,Nigerian Pidgin,Clean Water and Sanitation,50,2025-11-25T21:28:36.847699,Clean water na foundation wey go make our community health better well well.,msgbatch_01MBb73G9mxiVUMWL3P9VTsj,NigerianPidgin-Clean_Water_and_Sanitation-49,claude-haiku-4-5-20251001,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,7,7.0,7.0,0.0,
AJ-9627-2,claude-opus-4-5-20251101,Nigerian Pidgin,Clean Water and Sanitation,4,2025-11-26T15:58:40.139043,E dey very important make everybody get access to clean water for beta health.,msgbatch_01RGqErkUMPXzoksiPRDDdmX,NigerianPidgin-Clean_Water_and_Sanitation-3,claude-opus-4-5-20251101,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,7,7.0,7.0,0.0,
ZN-2585-2,claude-opus-4-5-20251101,Nigerian Pidgin,Clean Water and Sanitation,32,2025-11-26T15:58:40.139989,E good make we get clean water for drink and wash hand well well.,msgbatch_01RGqErkUMPXzoksiPRDDdmX,NigerianPidgin-Clean_Water_and_Sanitation-31,claude-opus-4-5-20251101,5 - Somewhat easy to read and understand,6 - Natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),"needs correction ""E good make we get clean water for drinking and to wash hand well well.",5,6.0,5.0,0.0,
DP-0876-2,claude-sonnet-4-20250514,Nigerian Pidgin,Clean Water and Sanitation,5,2025-11-25T21:26:50.895107,Make we dey always wash hand with clean water and soap.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,NigerianPidgin-Clean_Water_and_Sanitation-4,claude-sonnet-4-20250514,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,7,7.0,6.0,0.0,
DN-2022-2,claude-sonnet-4-20250514,Nigerian Pidgin,Clean Water and Sanitation,13,2025-11-25T21:26:50.895322,Make we dey boil the water well well before we drink am.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,NigerianPidgin-Clean_Water_and_Sanitation-12,claude-sonnet-4-20250514,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,7,7.0,7.0,0.0,
HE-2342-2,claude-sonnet-4-5-20250929,Nigerian Pidgin,Clean Water and Sanitation,21,2025-11-25T21:28:29.625628,Clean water and proper toilet dey very important for our health and community.,msgbatch_01LxPYszDcgGguRrBkEREyjE,NigerianPidgin-Clean_Water_and_Sanitation-20,claude-sonnet-4-5-20250929,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,7,7.0,7.0,0.0,
DB-8907-2,claude-sonnet-4-5-20250929,Nigerian Pidgin,Clean Water and Sanitation,50,2025-11-25T21:28:29.626486,Clean water dey very important for everybody health and we suppose keep our environment clean.,msgbatch_01LxPYszDcgGguRrBkEREyjE,NigerianPidgin-Clean_Water_and_Sanitation-49,claude-sonnet-4-5-20250929,7 - Extremely easy to read and understand (Perfectly clear),6 - Natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,7,6.0,6.0,0.0,
LY-5745-2,gpt-4.1-2025-04-14,Nigerian Pidgin,Clean Water and Sanitation,4,2025-11-25T21:12:30.699589,E good make we dey drink clean water so our belle no go run.,batch_6924d2634fc08190a7e8ef41dd79d8d9,NigerianPidgin-Clean_Water_and_Sanitation-3,gpt-4_1,5 - Somewhat easy to read and understand,5 - Somewhat natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,5,5.0,6.0,0.0,
QH-5442-2,gpt-4.1-2025-04-14,Nigerian Pidgin,Clean Water and Sanitation,19,2025-11-25T21:12:30.699709,E good make everybody get clean water wey dem fit drink.,batch_6924d2634fc08190a7e8ef41dd79d8d9,NigerianPidgin-Clean_Water_and_Sanitation-18,gpt-4_1,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,7,7.0,7.0,0.0,
AU-7051-2,gpt-5,Nigerian Pidgin,Clean Water and Sanitation,4,2025-11-25T21:13:53.236140,"No dey shit for bush; use toilet, keep water well clean.",batch_6924d274ef5081908a7a2e6cbfe404df,NigerianPidgin-Clean_Water_and_Sanitation-3,gpt-5,6 - Easy to read and understand,6 - Natural,7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,6,6.0,7.0,0.0,
AP-5914-2,gpt-5,Nigerian Pidgin,Clean Water and Sanitation,50,2025-11-25T21:13:53.236491,"Make we dey use toilet wey clean, boil water before drink.",batch_6924d274ef5081908a7a2e6cbfe404df,NigerianPidgin-Clean_Water_and_Sanitation-49,gpt-5,6 - Easy to read and understand,7 - Extremely natural and colloquial (Native-speaker level),5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),"boil water before drink is missing the word we"" givibg it a complete sentence ""boil water before we drink""",6,7.0,5.0,0.0,
PD-5483-2,gpt-5-mini,Nigerian Pidgin,Clean Water and Sanitation,4,2025-11-25T21:14:38.025461,"Make we dey use clean water, wash hand well and keep environment clean.",batch_6924d28c60748190a6b989b1a6273f32,NigerianPidgin-Clean_Water_and_Sanitation-3,gpt-5-mini,7 - Extremely easy to read and understand (Perfectly clear),6 - Natural,7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,7,6.0,7.0,0.0,
JM-0749-2,gpt-5-mini,Nigerian Pidgin,Clean Water and Sanitation,50,2025-11-25T21:14:38.025785,Make we dey protect clean water make our pikin dem no dey sick.,batch_6924d28c60748190a6b989b1a6273f32,NigerianPidgin-Clean_Water_and_Sanitation-49,gpt-5-mini,6 - Easy to read and understand,5 - Somewhat natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,6,5.0,6.0,0.0,
FF-0925-2,gpt-5-nano,Nigerian Pidgin,Clean Water and Sanitation,6,2025-11-25T21:14:46.395694,How we go take ensure say everybody get clean water?,batch_6924d24a35b88190bf1190e37df6136b,NigerianPidgin-Clean_Water_and_Sanitation-5,gpt-5-nano,6 - Easy to read and understand,6 - Natural,7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,6,6.0,7.0,0.0,
